,BookName,Href
0,"Data science with Julia / Paul D  McNicholas, Peter A  Tait",http://oskicat.berkeley.edu/search~S1?/X(Julia+language)&SORT=D/X(Julia+language)&SORT=D&SUBKEY=(Julia+language)/1%2C913%2C913%2CB/frameset&FF=X(Julia+language)&SORT=D&1%2C1%2C
8,"Getting started with Julia programming: enter the exciting world of Julia, a high-performance language for technical computing / Ivo Balbaert ; commissioning editor Kevin Colaco ; content development editor Neeshma Ramakrishnan ; copy editor Rashmi Sawant ",http://oskicat.berkeley.edu/search~S1?/X(Julia+language)&SORT=D/X(Julia+language)&SORT=D&SUBKEY=(Julia+language)/1%2C913%2C913%2CB/frameset&FF=X(Julia+language)&SORT=D&9%2C9%2C
